TIPO,NUMERO,FECHA,FECHA VENCIMIENTO,CLIENTE,ORDEN COMPRA,VENDEDOR,DISTRIBUIDOR,SUCURSAL,CENTRO COSTO,PRODUCTO,DESCRIPCION,CANTIDAD,PRECIO UNITARIO,DESCUENTO,NETO,CUENTA,FAMILIA,SEMANA,AÑO
Boleta Electrónica,1200,08/05/2024,8/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,10400,QUESO TROZADO VACIO 500,1,"$5,882.00",0,5882,4101005,\Quesos,19,2024
Boleta Electrónica,1200,08/05/2024,8/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,60501,DESPACHO WEB,1,"$3,500.00",0,3500,4201004,\Otros,19,2024
Boleta Electrónica,1127,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,8.01E+04,EMPANADA DE QUESO FRITA,25,"$3,159.00",0,78975,4101004,\Empanadas,19,2024
Boleta Electrónica,1127,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.80E+16,BEBIDA GASEOSA,3,"$2,039.00",0,6117,4101006,\Bebidas,19,2024
Boleta Electrónica,1127,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC,2,"$2,080.00",0,4160,4101007,\Papayas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,10400,QUESO TROZADO VACIO 500,18,"$5,462.00",16,98316,4101005,\Quesos,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,80100,EMPANADA DE QUESO FRITA,143,"$2,568.00",0,367224,4101004,\Empanadas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,8.01E+04,EMPANADA DE QUESO CRUDA,66,"$2,156.00",135,142296,4101004,\Empanadas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.80E+16,BEBIDA GASEOSA,20,"$1,596.00",0,31920,4101006,\Bebidas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,PAPAYA AL JUGO 1000 GR,2,"$7,145.00",0,14290,4101007,\Papayas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 1000 CC,2,"$3,361.00",135,6722,4101007,\Papayas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,MERMELADA PAPAYA 440 GR,7,"$3,067.00",0,21469,4101007,\Papayas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC,13,"$1,679.00",0,21827,4101007,\Papayas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,7,"$1,537.00",0,10759,4101007,\Papayas,19,2024
Boleta Electrónica,1146,09/05/2024,9/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,5.00E+03,TE-CAFE,1,"$1,261.00",0,1261,4101006,\Bebidas,19,2024
Boleta Electrónica,1246,09/05/2024,12/6/2024,Cliente Boleta,,---,---,Mesa Chilena,Web,80101,EMPANADA DE QUESO CRUDA,10,"$2,050.00",0,20497,4101004,\Empanadas,19,2024
Boleta Electrónica,1246,09/05/2024,12/6/2024,Cliente Boleta,,---,---,Mesa Chilena,Web,60500,PRODUCTOS VARIOS,3,$1.00,0,3,4101002,\Otros,19,2024
Boleta Electrónica,1246,09/05/2024,12/6/2024,Cliente Boleta,,---,---,Mesa Chilena,Web,6.05E+04,DESPACHO WEB,1,"$3,500.00",0,3500,4201004,\Otros,19,2024
Boleta Electrónica,1128,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,80100,EMPANADA DE QUESO FRITA,49,"$3,196.00",0,156604,4101004,\Empanadas,19,2024
Boleta Electrónica,1128,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,80101,EMPANADA DE QUESO CRUDA,12,"$2,732.00",135,32784,4101004,\Empanadas,19,2024
Boleta Electrónica,1128,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.80E+16,BEBIDA GASEOSA,4,"$2,083.00",0,8332,4101006,\Bebidas,19,2024
Boleta Electrónica,1128,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC,2,"$2,133.00",0,4266,4101007,\Papayas,19,2024
Boleta Electrónica,1128,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,1,"$2,081.00",0,2081,4101007,\Papayas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,1.04E+04,QUESO TROZADO VACIO 500,26,"$5,587.00",16,145262,4101005,\Quesos,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,8.01E+04,EMPANADA DE QUESO FRITA,187,"$2,519.00",0,471053,4101004,\Empanadas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,8.01E+04,EMPANADA DE QUESO CRUDA,110,"$2,180.00",135,239800,4101004,\Empanadas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.80E+16,BEBIDA GASEOSA,11,"$1,667.00",0,18337,4101006,\Bebidas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,PAPAYA AL JUGO 1000 GR,5,"$7,141.00",0,35705,4101007,\Papayas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 1000 CC,2,"$3,360.00",135,6720,4101007,\Papayas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,MERMELADA PAPAYA 440 GR,6,"$2,941.00",0,17646,4101007,\Papayas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC,16,"$1,574.00",0,25184,4101007,\Papayas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,11,"$1,513.00",0,16643,4101007,\Papayas,19,2024
Boleta Electrónica,1147,10/05/2024,10/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,5000,TE-CAFE,5,"$1,261.00",0,6305,4101006,\Bebidas,19,2024
Boleta Electrónica,1129,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,1.04E+04,QUESO TROZADO VACIO 500,1,"$7,101.00",16,7101,4101005,\Quesos,19,2024
Boleta Electrónica,1129,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,8.01E+04,EMPANADA DE QUESO FRITA,18,"$3,094.00",0,55692,4101004,\Empanadas,19,2024
Boleta Electrónica,1129,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,80101,EMPANADA DE QUESO CRUDA,6,"$2,731.00",135,16386,4101004,\Empanadas,19,2024
Boleta Electrónica,1129,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.80E+16,BEBIDA GASEOSA,2,"$2,080.00",0,4160,4101006,\Bebidas,19,2024
Boleta Electrónica,1129,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC,2,"$2,080.00",0,4160,4101007,\Papayas,19,2024
Boleta Electrónica,1129,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,1,"$2,081.00",0,2081,4101007,\Papayas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,10400,QUESO TROZADO VACIO 500,5,"$5,790.00",16,28950,4101005,\Quesos,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,80100,EMPANADA DE QUESO FRITA,121,"$2,782.00",0,336622,4101004,\Empanadas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,80101,EMPANADA DE QUESO CRUDA,18,"$2,100.00",135,37800,4101004,\Empanadas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.80E+16,BEBIDA GASEOSA,1,"$1,939.00",0,1939,4101006,\Bebidas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,PAPAYA AL JUGO 1000 GR,6,"$7,857.00",0,47142,4101007,\Papayas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 1000 CC,2,"$3,361.00",135,6722,4101007,\Papayas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,MERMELADA PAPAYA 440 GR,1,"$2,941.00",0,2941,4101007,\Papayas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC,13,"$1,724.00",0,22412,4101007,\Papayas,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,PVEENV001,"BOLSAS REUTILIZABLE TNT, ESTAMPADA",1,$587.00,0,587,4101002,\Otros,19,2024
Boleta Electrónica,1148,11/05/2024,11/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,5.00E+03,TE-CAFE,6,"$1,261.00",0,7566,4101006,\Bebidas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,1.04E+04,QUESO TROZADO VACIO 500,39,"$5,462.00",16,213018,4101005,\Quesos,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO FRITA,716,"$2,352.00",0,1684032,4101004,\Empanadas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO CRUDA,212,"$2,001.00",135,424211,4101004,\Empanadas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA GASEOSA,127,"$1,590.00",0,201930,4101006,\Bebidas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA AGUA MINERAL,21,$923.00,0,19383,4101006,\Bebidas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,PAPAYA AL JUGO 1000 GR,11,"$7,140.00",0,78540,4101007,\Papayas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 1000 CC,20,"$3,360.00",135,67200,4101007,\Papayas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 1000 CC LIGHT,6,"$3,362.00",135,20172,4101007,\Papayas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,MERMELADA PAPAYA 440 GR,9,"$2,941.00",0,26469,4101007,\Papayas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC,185,"$1,594.00",0,294890,4101007,\Papayas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,39,"$1,592.00",0,62088,4101007,\Papayas,19,2024
Boleta Electrónica,1156,11/05/2024,11/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,PVEENV001,"BOLSAS REUTILIZABLE TNT, ESTAMPADA",2,$588.00,0,1176,4101002,\Otros,19,2024
Boleta Electrónica,1130,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,80100,EMPANADA DE QUESO FRITA,44,"$3,142.00",0,138248,4101004,\Empanadas,19,2024
Boleta Electrónica,1130,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,80101,EMPANADA DE QUESO CRUDA,6,"$2,732.00",135,16392,4101004,\Empanadas,19,2024
Boleta Electrónica,1130,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC,9,"$2,081.00",0,18729,4101007,\Papayas,19,2024
Boleta Electrónica,1130,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,60500,PRODUCTOS VARIOS,1,$1.00,0,1,4101002,\Otros,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,1.04E+04,QUESO TROZADO VACIO 500,24,"$5,462.00",16,131088,4101005,\Quesos,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO FRITA,366,"$2,385.00",0,872910,4101004,\Empanadas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO CRUDA,42,"$2,021.00",135,84882,4101004,\Empanadas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA GASEOSA,57,"$1,605.00",0,91485,4101006,\Bebidas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA AGUA MINERAL,10,$924.00,0,9240,4101006,\Bebidas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,PAPAYA AL JUGO 1000 GR,3,"$7,143.00",0,21429,4101007,\Papayas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 1000 CC LIGHT,12,"$3,361.00",135,40332,4101007,\Papayas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,MERMELADA PAPAYA 440 GR,6,"$2,940.00",0,17640,4101007,\Papayas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC,103,"$1,616.00",0,166448,4101007,\Papayas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,10,"$1,606.00",0,16060,4101007,\Papayas,19,2024
Boleta Electrónica,1157,12/05/2024,12/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,PVEENV001,"BOLSAS REUTILIZABLE TNT, ESTAMPADA",1,$587.00,0,587,4101002,\Otros,19,2024
Boleta Electrónica,1201,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,1.04E+04,QUESO TROZADO VACIO 500,2,"$5,882.00",0,11765,4101005,\Quesos,19,2024
Boleta Electrónica,1201,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,7.81E+16,JARABE PAPAYA 500 ML,1,"$4,622.00",0,4622,4101007,\Papayas,19,2024
Boleta Electrónica,1201,12/05/2024,12/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,60501,DESPACHO WEB,1,"$3,500.00",0,3500,4201004,\Otros,19,2024
Boleta Electrónica,1131,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,8.01E+04,EMPANADA DE QUESO FRITA,25,"$3,092.00",0,77300,4101004,\Empanadas,20,2024
Boleta Electrónica,1131,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.80E+16,BEBIDA GASEOSA,5,"$2,082.00",0,10410,4101006,\Bebidas,20,2024
Boleta Electrónica,1131,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC,1,"$2,185.00",0,2185,4101007,\Papayas,20,2024
Boleta Electrónica,1131,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,2,"$2,082.00",0,4164,4101007,\Papayas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,1.04E+04,QUESO TROZADO VACIO 500,14,"$5,464.00",16,76496,4101005,\Quesos,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,8.01E+04,EMPANADA DE QUESO FRITA,139,"$2,501.00",0,347639,4101004,\Empanadas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,8.01E+04,EMPANADA DE QUESO CRUDA,72,"$2,007.00",135,144504,4101004,\Empanadas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.80E+16,BEBIDA GASEOSA,6,"$1,643.00",0,9858,4101006,\Bebidas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,PAPAYA AL JUGO 1000 GR,3,"$7,143.00",0,21429,4101007,\Papayas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 1000 CC,4,"$3,614.00",135,14456,4101007,\Papayas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,MERMELADA PAPAYA 440 GR,6,"$3,529.00",0,21174,4101007,\Papayas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC,29,"$1,569.00",0,45501,4101007,\Papayas,20,2024
Boleta Electrónica,1149,13/05/2024,13/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,5000,TE-CAFE,3,"$1,261.00",0,3783,4101006,\Bebidas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,1.04E+04,QUESO TROZADO VACIO 500,14,"$5,462.00",16,76468,4101005,\Quesos,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO FRITA,278,"$2,375.00",0,660250,4101004,\Empanadas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,80101,EMPANADA DE QUESO CRUDA,42,"$2,061.00",135,86562,4101004,\Empanadas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA GASEOSA,41,"$1,586.00",0,65026,4101006,\Bebidas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA AGUA MINERAL,5,$924.00,0,4620,4101006,\Bebidas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,PAPAYA AL JUGO 1000 GR,3,"$7,143.00",0,21429,4101007,\Papayas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 1000 CC LIGHT,16,"$3,362.00",135,53792,4101007,\Papayas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,MERMELADA PAPAYA 440 GR,1,"$2,941.00",0,2941,4101007,\Papayas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC,59,"$1,581.00",0,93279,4101007,\Papayas,20,2024
Boleta Electrónica,1158,13/05/2024,13/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,19,"$1,641.00",0,31179,4101007,\Papayas,20,2024
Boleta Electrónica,1132,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,8.01E+04,EMPANADA DE QUESO FRITA,13,"$3,277.00",0,42601,4101004,\Empanadas,20,2024
Boleta Electrónica,1132,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Cocina Ciega I,Cocina Ciega I,7.81E+16,NECTAR PAPAYA 1000 CC,1,"$4,374.00",135,4374,4101007,\Papayas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,1.04E+04,QUESO TROZADO VACIO 500,12,"$5,462.00",16,65544,4101005,\Quesos,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,80100,EMPANADA DE QUESO FRITA,163,"$2,540.00",0,414020,4101004,\Empanadas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,80101,EMPANADA DE QUESO CRUDA,42,"$2,229.00",135,93618,4101004,\Empanadas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.80E+16,BEBIDA GASEOSA,11,"$1,702.00",0,18722,4101006,\Bebidas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,PAPAYA AL JUGO 1000 GR,7,"$9,286.00",0,65002,4101007,\Papayas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 1000 CC,1,"$3,362.00",135,3362,4101007,\Papayas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,MERMELADA PAPAYA 440 GR,4,"$2,941.00",0,11764,4101007,\Papayas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,7.81E+16,NECTAR PAPAYA 300 CC,40,"$1,608.00",0,64320,4101007,\Papayas,20,2024
Boleta Electrónica,1150,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Food Truck,F.T Esc. Militar,5.00E+03,TE-CAFE,1,"$1,261.00",0,1261,4101006,\Bebidas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,1.04E+04,QUESO TROZADO VACIO 500,37,"$5,463.00",16,202131,4101005,\Quesos,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO FRITA,272,"$2,361.00",0,642192,4101004,\Empanadas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,8.01E+04,EMPANADA DE QUESO CRUDA,18,"$2,102.00",135,37836,4101004,\Empanadas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA GASEOSA,33,"$1,591.00",0,52503,4101006,\Bebidas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.80E+16,BEBIDA AGUA MINERAL,3,$924.00,0,2772,4101006,\Bebidas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,PAPAYA AL JUGO 1000 GR,1,"$7,142.00",0,7142,4101007,\Papayas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 1000 CC LIGHT,6,"$3,361.00",135,20166,4101007,\Papayas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,MERMELADA PAPAYA 440 GR,7,"$2,941.00",0,20587,4101007,\Papayas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC,33,"$1,590.00",0,52470,4101007,\Papayas,20,2024
Boleta Electrónica,1159,14/05/2024,14/5/2024,Cliente Boleta,,---,---,MUT,MUT Tobalaba,7.81E+16,NECTAR PAPAYA 300 CC LIGHT,44,"$1,597.00",0,70268,4101007,\Papayas,20,2024
Boleta Electrónica,1202,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,8.01E+04,EMPANADA DE QUESO CRUDA,24,"$1,961.00",0,47059,4101004,\Empanadas,20,2024
Boleta Electrónica,1202,14/05/2024,14/5/2024,Cliente Boleta,,---,---,Pagina Web,Web,6.05E+04,DESPACHO WEB,1,"$3,500.00",0,3500,4201004,\Otros,20,2024
